scarface,0.999998
the-village,0.883449
iron-man-3,0.660642
van-helsing,0.65559
john-q,0.627854
pulp-fiction,0.598882
juwanna-mann,0.58382
shrek-the-third,0.557947
halloween-4-the-return-of-michael-myers,0.552255
borgman,0.540874
a-mighty-wind,0.512373
good-night-and-good-luck,0.507035
final-destination-3,0.500428
