dirty-dancing,0.463622
waking-up-in-reno,0.0991032
point-break-1991,0.0991032
wind,0.0991032
ghost,0.0991032
the-outsiders,0.0991032
scanners,0.0973585
x-men-days-of-future-past,0.095243
the-emoji-movie,0.095243
